src	id	field	ua
mail	RM_From_SUZ02_03_C	subject	Прямо
mail	RM_From_SUZ02_03_D	body	Там, де я жила, електрички не ходили. А в Токіо колії як павутина — я аж отетеріла.
mail	RM_From_SUZ02_03_D	sender	Воїн На Півставки
mail	RM_From_SUZ02_03_D	subject	Там, де я
mail	RM_From_SUZ02_03_E	body	Simple is best, хіба ні? У велосипеда базова конструкція не змінилася вже сто років. А, але на витривалість я слабка.
mail	RM_From_SUZ02_03_E	sender	Воїн На Півставки
mail	RM_From_SUZ02_03_E	subject	Simple is best
mail	RM_From_SUZ03_01_A	body	Їсти хочу-у. Сьогодні знову без сніданку. Але й грошей майже нема. До речі, а в Акібі є місця, де можна набрати «комах чи бур'яну»? Якщо є, я своїми «навичками виживання» голод переб'ю.
mail	RM_From_SUZ03_01_A	sender	Воїн На Півставки
mail	RM_From_SUZ03_01_A	subject	Голод
mail	RM_From_SUZ03_02_A	body	Якщо правильно приготувати, вони на диво смачні.
mail	RM_From_SUZ03_02_A	sender	Воїн На Півставки
mail	RM_From_SUZ03_02_A	subject	Re: Re: Голод
mail	RM_From_SUZ03_02_B	body	Краще тобі не знати (сміх)
mail	RM_From_SUZ03_02_B	sender	Воїн На Півставки
mail	RM_From_SUZ03_02_B	subject	Re: Re: Голодна
mail	RM_From_SUZ04_01_A	body	Акіхабара — дивне місто, еге ж. Усюди якісь《малюнки дівчат》. На деяких навіть груди повністю відкриті, аж серце тьохкає. Як по правді — суцільний《культурний шок》. І ще я подумала: який же зараз Японія《мирна》.
mail	RM_From_SUZ04_01_A	sender	Воїн На Півставки
mail	RM_From_SUZ04_01_A	subject	Акіхабара
mail	RM_From_SUZ04_02_A	body	Згори чути якісь《веселі голоси》і ніби дівочий《крик》. Що ви там взагалі робите? Невже щось《непристойне》? У Токіо такі вільні звичаї? Мені не зрозуміти.
mail	RM_From_SUZ04_02_A	sender	Воїн На Півставки
mail	RM_From_SUZ04_02_A	subject	Що там таке?
mail	RM_From_SUZ04_02_B	body	Та мені《нудно》, роботи ніякої. Але《платять》добре, тож хотіла б ще потриматися. А, і не《бовкни》босу, що я в робочий час велосипед натираю? Бо викинуть. Сподіваюся, Окабе Рінтаро мене зрозуміє.
mail	RM_From_SUZ04_02_B	sender	Воїн На Півставки
mail	RM_From_SUZ04_02_B	subject	Нудно аж
mail	RM_From_SUZ04_02_C	body	Щойно по телевізору мигнув якийсь бій, схоже на єдиноборства. Що це таке? Мене аж завело. Слухай, Окабе Рінтаро, можна я зараз прийду й візьму тебе на《важіль лікоть》? Буде весело!
mail	RM_From_SUZ04_02_C	sender	Воїн На Півставки
mail	RM_From_SUZ04_02_C	subject	Щойно по телевізору
mail	RM_From_SUZ04_03_A	body	Через два дні я, мабуть,《покину підробіток》. Тільки босу не кажи? Бо він мене приб'є…
mail	RM_From_SUZ04_03_A	sender	Воїн На Півставки
mail	RM_From_SUZ04_03_A	subject	Через
mail	RM_From_SUZ04_03_B	body	Он як. До речі, а що таке якудза? І ще: не знаєш, де можна дістати пістолет? Просто цікаво.
mail	RM_From_SUZ04_03_B	sender	Воїн На Півставки
mail	RM_From_SUZ04_03_B	subject	Re: Re: Полісмен
mail	RM_From_SUZ04_03_C	body	Нае каже, що ти страшний (сміх) А до мене вона добре липне. Приємно, ніби сестричка з'явилася, от і няньчуся з нею. Та й привід прогуляти роботу (сміх)
mail	RM_From_SUZ04_03_C	sender	Воїн На Півставки
mail	RM_From_SUZ04_03_C	subject	Re: Re: Нае
mail	RM_From_SUZ04_03_D	body	Мить, коли історія змінюється, зазвичай не помічає навіть той, хто цю зміну спричинив. Це я сказала.
mail	RM_From_SUZ04_03_D	sender	Воїн На Півставки
mail	RM_From_SUZ04_03_D	subject	Історія
mail	RM_From_SUZ04_03_E	body	Щойно задрімала на роботі — бос розбудив кулаком по голові. Ой боляче. Ну, сама винна.
mail	RM_From_SUZ04_03_E	sender	Воїн На Півставки
mail	RM_From_SUZ04_03_E	subject	Щойно на роботі
mail	RM_From_SUZ04_03_F	body	Я ж казала, що кататися на велосипеді дуже весело? Але тепер усі м'язи болять. Я, хоч по мені й не видно,《слабенька》.
mail	RM_From_SUZ04_03_F	sender	Воїн На Півставки
mail	RM_From_SUZ04_03_F	subject	Кататися на велосипеді
mail	RM_From_SUZ04_03_G	body	Річ саме з Росії, кажеш. Я про Росію знаю лише матрьошки. Ніколи там не була.
mail	RM_From_SUZ04_03_G	sender	Воїн На Півставки
mail	RM_From_SUZ04_03_G	subject	Re: Росія
mail	RM_From_SUZ05_01_A	body	Удавати не себе — легко. Але《фальшиве я》врешті все одно повниться суперечностями. А суперечність — це парадокс, вона не може існувати. Людина не виживе сама. Але зв'язуватися з кимось, будувати зв'язки — я вважала, що краще цього не робити. І от ми з вами так здружилися… не знаю, добре це чи погано. Ні, напевно, добре. Бо саме тому я досі можу шукати батька. Ви допомогли мені з тією справою — от і полізли в голову такі дурниці.
mail	RM_From_SUZ05_01_A	sender	Воїн На Півставки
mail	RM_From_SUZ05_01_A	subject	Себе
mail	RM_From_SUZ05_02_A	body	Не забувай слів Тайтора.
mail	RM_From_SUZ05_02_A	sender	Воїн На Півставки
mail	RM_From_SUZ05_02_A	subject	Re: Re: Себе
mail	RM_From_SUZ06_01_A	body	Не забувай слів Тайтора.
mail	RM_From_SUZ06_01_A	sender	Воїн На Півставки
mail	RM_From_SUZ06_01_A	subject	Re: Re: Себе
mail	RM_Res_CRS04_01_A1	body	Я не з тих, хто вміщується в рамки. Я не тремтітиму над статтями, як ті вчені мужі!
mail	RM_Res_CRS04_01_A1	sender	Асистентка
mail	RM_Res_CRS04_01_A1	subject	Re: Написав?
mail	RM_Res_CRS04_01_A2	body	Я не просто науковець… Я безумний учений!
mail	RM_Res_CRS04_01_A2	sender	Асистентка
mail	RM_Res_CRS04_01_A2	subject	Re: Написав?
mail	RM_Res_CRS04_01_A3	body	Тоді покажи мені… свою справжню силу!
mail	RM_Res_CRS04_01_A3	sender	Асистентка
mail	RM_Res_CRS04_01_A3	subject	Re: Написав?
mail	RM_Res_CRS04_02_A1	body	Якщо не знаєш, що тут значить «безумний», поясню: тобто «божевільний».
mail	RM_Res_CRS04_02_A1	sender	Асистентка
mail	RM_Res_CRS04_02_A1	subject	Re: Науковець??
mail	RM_Res_CRS04_02_A2	body	Пхе, це якийсь татусевий жарт…
mail	RM_Res_CRS04_02_A2	sender	Асистентка
mail	RM_Res_CRS04_02_A2	subject	Re: Науковець??
mail	RM_Res_CRS04_03_A1	body	То це в тебе такий несмішний американський гумор?
mail	RM_Res_CRS04_03_A1	sender	Асистентка
mail	RM_Res_CRS04_03_A1	subject	Re:Поганий_науковець
mail	RM_Res_CRS04_04_A1	body	А своєї ложки в тебе не було? Чому ложка є, а виделки нема? Ти дурна?
mail	RM_Res_CRS04_04_A1	sender	Асистентка
mail	RM_Res_CRS04_04_A1	subject	Re:Можна_попросити?
mail	RM_Res_CRS04_04_A2	body	Як же моя асистентка любить локшину в стаканчиках. Почну звати тебе Коіке-сан.
mail	RM_Res_CRS04_04_A2	sender	Асистентка
mail	RM_Res_CRS04_04_A2	subject	Re:Можна_попросити?
mail	RM_Res_CRS04_04_B1	body	Ти не стороння. Якщо вже казати прямо, то ти… лаборант!
mail	RM_Res_CRS04_04_B1	sender	Асистентка
mail	RM_Res_CRS04_04_B1	subject	Re:Сама_вдома
mail	RM_Res_CRS04_04_B2	body	Якщо так хочеш — бери будь-який. Але за гроші.
mail	RM_Res_CRS04_04_B2	sender	Асистентка
mail	RM_Res_CRS04_04_B2	subject	Re:Сама_вдома
mail	RM_Res_CRS04_04_C1	body	Погоджуюсь. Японські медіа вже в руках «Організації». Вони стали інструментом Плану Здурніння Японії.
mail	RM_Res_CRS04_04_C1	sender	Асистентка
mail	RM_Res_CRS04_04_C1	subject	Re:Нудьга
mail	RM_Res_CRS04_04_C2	body	Стережися. «Організація» дихає в потилицю медіа всього світу. Задивишся — і тобі промиють мозок.
mail	RM_Res_CRS04_04_C2	sender	Асистентка
mail	RM_Res_CRS04_04_C2	subject	Re:Нудьга
mail	RM_Res_CRS04_05_A1	body	То чому ж ти щодня сумлінно з'являєшся в лабі? Я знаю: тобі так радісно бути лаборантом, що ти нічого не можеш із цим зробити!
mail	RM_Res_CRS04_05_A1	sender	Асистентка
mail	RM_Res_CRS04_05_A1	subject	Re:Щооо?
mail	RM_Res_CRS04_05_B1	body	Ти таки з @ча(ск
mail	RM_Res_CRS04_05_B1	sender	Асистентка
mail	RM_Res_CRS04_05_B1	subject	Re:Гаджет_Майбутнього
mail	RM_Res_CRS04_06_A1	body	Терпи, доки я не винайду «Керувач Погоди».
mail	RM_Res_CRS04_06_A1	sender	Асистентка
mail	RM_Res_CRS04_06_A1	subject	Re:Волога_зашкалює
mail	RM_Res_CRS04_06_A2	body	Це ж не одрук, ні? Крістіно, ти таки з @ча(ск
mail	RM_Res_CRS04_06_A2	sender	Асистентка
mail	RM_Res_CRS04_06_A2	subject	Re:Волога_зашкалює
mail	RM_Res_CRS04_06_B1	body	Сама собі суперечиш. Ти ж тільки-но казала, що хочеш рамен із «Ґен-чана».
mail	RM_Res_CRS04_06_B1	sender	Асистентка
mail	RM_Res_CRS04_06_B1	subject	Re:Маю_прохання
mail	RM_Res_CRS04_06_C1	body	Передам тобі техніку винищення тарганів школи Фенікса. Розчави-и-и його!
mail	RM_Res_CRS04_06_C1	sender	Асистентка
mail	RM_Res_CRS04_06_C1	subject	Re:фуджіко!
mail	RM_Res_CRS04_06_E1	body	Усе це — вибір Брами Штейна. Ель Псай Конґру.
mail	RM_Res_CRS04_06_E1	sender	Асистентка
mail	RM_Res_CRS04_06_E1	subject	Re:Дивлюсь_на_свою_руку
mail	RM_Res_CRS04_06_E2	body	Скучила за мамусею? То подзвони їй по міжміському!
mail	RM_Res_CRS04_06_E2	sender	Асистентка
mail	RM_Res_CRS04_06_E2	subject	Re:Дивлюсь_на_свою_руку
mail	RM_Res_CRS04_07_B1	body	«Зів'ялка-чан» — доволі цікаве ім'я для персонажа. І хто ж вона така?
mail	RM_Res_CRS04_07_B1	sender	Асистентка
mail	RM_Res_CRS04_07_B1	subject	Re:Тарг
mail	RM_Res_CRS05_01_A1	body	Чого ти так розвеселилася! Не забувай про свій обов'язок лаборанта!
mail	RM_Res_CRS05_01_A1	sender	Асистентка
mail	RM_Res_CRS05_01_A1	subject	Re:Плани
mail	RM_Res_CRS05_01_A2	body	Мені байдуже.
mail	RM_Res_CRS05_01_A2	sender	Асистентка
mail	RM_Res_CRS05_01_A2	subject	Re:Плани
mail	RM_Res_CRS07_01_A1	body	Він схований у щитку біля дверей, візьми звідти.
mail	RM_Res_CRS07_01_A1	sender	Асистентка
mail	RM_Res_CRS07_01_A1	subject	Re:Ключ_(ﾉД`)
mail	RM_Res_CRS07_01_A2	body	Не варто. Моя кімната — гниле море. Один крок усередину, і вже…
mail	RM_Res_CRS07_01_A2	sender	Асистентка
mail	RM_Res_CRS07_01_A2	subject	Re:Ключ_(ﾉД`)
mail	RM_Res_CRS07_02_A1	body	Ти маєш рацію. Я був необачний. Недооцінив.
mail	RM_Res_CRS07_02_A1	sender	Асистентка
mail	RM_Res_CRS07_02_A1	subject	Ｒｅ：( ﾟдﾟ )
mail	RM_Res_CRS07_02_A2	body	Знаю, я все зіпсував. Це цілком моя вина.
mail	RM_Res_CRS07_02_A2	sender	Асистентка
mail	RM_Res_CRS07_02_A2	subject	Ｒｅ：( ﾟдﾟ )
mail	RM_Res_CRS07_02_A3	body	Це Жабка Геро. Минулого року вона стала шалено популярною — за змовою «Організації», певна річ.
mail	RM_Res_CRS07_02_A3	sender	Асистентка
mail	RM_Res_CRS07_02_A3	subject	Ｒｅ：( ﾟдﾟ )
mail	RM_Res_CRS07_02_A4	body	Не треба мені твоїх «я слабка дівчинка». Твоя мужність не раз мене виручала.
mail	RM_Res_CRS07_02_A4	sender	Асистентка
mail	RM_Res_CRS07_02_A4	subject	Ｒｅ：( ﾟдﾟ )
mail	RM_Res_CRS07_02_B1	body	Хіба лабораторія не має бути трохи брудною? Так вона більше схожа на справжню.
mail	RM_Res_CRS07_02_B1	sender	Асистентка
mail	RM_Res_CRS07_02_B1	subject	Ｒｅ：Дім
mail	RM_Res_CRS07_02_B2	body	Отже, чоловіки для тебе — просто мерзота? Гаразд. Тоді це війна.
mail	RM_Res_CRS07_02_B2	sender	Асистентка
mail	RM_Res_CRS07_02_B2	subject	Ｒｅ：Дім
mail	RM_Res_CRS07_02_B3	body	Ти вже й не приховуєш свій рівень @чанера, так? А колись же так старалася.
mail	RM_Res_CRS07_02_B3	sender	Асистентка
mail	RM_Res_CRS07_02_B3	subject	Ｒｅ：Дім
mail	RM_Res_CRS07_04_A1	body	Я жодним словом не згадував ні електронні замки, ні картки-ключі. Звідки це взялося? …А, ясно. Наслідок таймліпу.
mail	RM_Res_CRS07_04_A1	sender	Асистентка
mail	RM_Res_CRS07_04_A1	subject	Ｒｅ：Марення, ясно
mail	RM_Res_CRS07_04_A2	body	Так, гроші — річ важлива. Тож віддай нашій лабі премію за публікацію статті. Я серйозно. Це прохання від щирого відчаю.
mail	RM_Res_CRS07_04_A2	sender	Асистентка
mail	RM_Res_CRS07_04_A2	subject	Ｒｅ：Марення, ясно
mail	RM_Res_CRS07_04_A3	body	«Реальність», кажеш… Гаразд, тобі одній скажу правду. За нами полює SERN. Ось вона, реальність. Мені потрібна твоя допомога.
mail	RM_Res_CRS07_04_A3	sender	Асистентка
mail	RM_Res_CRS07_04_A3	subject	Ｒｅ：Марення, ясно
mail	RM_Res_CRS07_04_C1	body	То ми про таку силу говоримо? Хоча звучить так, ніби ти просто боягузка. Певно, і в будинок жахів ніколи не заходила?
mail	RM_Res_CRS07_04_C1	sender	Асистентка
mail	RM_Res_CRS07_04_C1	subject	Ｒｅ：Не називай мене слабачкою
mail	RM_Res_CRS07_04_C2	body	Хто казав, що ти слабачка? Не пам'ятаю такого. Мабуть, через таймліп. А от «слабка в грудях» — таке я міг сказати, вірю.
mail	RM_Res_CRS07_04_C2	sender	Асистентка
mail	RM_Res_CRS07_04_C2	subject	Ｒｅ：Не називай мене слабачкою
mail	RM_Res_CRS07_04_E1	body	Он як… Отже, ось що тебе заводить.
mail	RM_Res_CRS07_04_E1	sender	Асистентка
mail	RM_Res_CRS07_04_E1	subject	Ｒｅ：До речі
mail	RM_Res_CRS07_04_E2	body	Ти всю ніч не спала, отже, від тебе пахне потом. Дару це може збуджувати. Негайно скористайся душем у лабі. Інакше я ні за що не відповідаю!
mail	RM_Res_CRS07_04_E2	sender	Асистентка
mail	RM_Res_CRS07_04_E2	subject	Ｒｅ：До речі
mail	RM_Res_CRS07_04_F1	body	Точно, як те, що від коли гикається!
mail	RM_Res_CRS07_04_F1	sender	Асистентка
mail	RM_Res_CRS07_04_F1	subject	Ｒｅ：ҐОҐОҐОҐОҐО
mail	RM_Res_CRS07_04_F2	body	Ну все, ти мене розлютила.
mail	RM_Res_CRS07_04_F2	sender	Асистентка
mail	RM_Res_CRS07_04_F2	subject	Ｒｅ：ҐОҐОҐОҐОҐО
mail	RM_Res_CRS08_01_A1	body	Нічого особливого. Більше не питай. Це я так підводжу риску, по-своєму.
mail	RM_Res_CRS08_01_A1	sender	Асистентка
mail	RM_Res_CRS08_01_A1	subject	Ｒｅ：Доведи й поясни!
mail	RM_Res_CRS09_01_A1	body	Пробач, що змусив хвилюватися. Дякую за ці листи, справді. Завдяки них я відчуваю, що в мене є друзі.
mail	RM_Res_CRS09_01_A1	sender	Асистентка
mail	RM_Res_CRS09_01_A1	subject	Ｒｅ：Озовися, ідіот!
mail	RM_Res_CRS09_01_A2	body	Пробач, що змусив хвилюватися. Дякую за ці листи. Я не помру — поки не виконаю обіцянку поїхати з тобою в Аоморі. Тож не бійся.
mail	RM_Res_CRS09_01_A2	sender	Асистентка
mail	RM_Res_CRS09_01_A2	subject	Ｒｅ：Озовися, ідіот!
mail	RM_Res_CRS10_01_A1	body	Дай мені побути на самоті. Дивлюся в небо й міркую.
mail	RM_Res_CRS10_01_A1	sender	Асистентка
mail	RM_Res_CRS10_01_A1	subject	Ｒｅ：Ти де?
mail	RM_Res_FEI01_01_A1	body	Про що це ти? Годі мене випробовувати.
mail	RM_Res_FEI01_01_A1	sender	Фейріс
mail	RM_Res_FEI01_01_A1	subject	Re: Вирішальна битва вже близько, няв
mail	RM_Res_FEI01_01_A2	body	Отже, ті, хто бачить ту зорю, — Носії Первородного Гріха, перевтілення Прототипу 13, — уже сходяться до Акіби. І не лише я.
mail	RM_Res_FEI01_01_A2	sender	Фейріс
mail	RM_Res_FEI01_01_A2	subject	Re: Вирішальна битва вже близько, няв
mail	RM_Res_FEI01_01_A3	body	Не може бути. Воно вже пробуджується? На п'ятдесят років раніше, ніж я розрахував. Кх, що ж це означає…!
mail	RM_Res_FEI01_01_A3	sender	Фейріс
mail	RM_Res_FEI01_01_A3	subject	Re: Вирішальна битва вже близько, няв
mail	RM_Res_FEI02_01_A1	body	Акіба — частина «світу видимого»? Смішно. Це місто вже кілька сотень років належить Хаосу. І досі належить.
mail	RM_Res_FEI02_01_A1	sender	Фейріс
mail	RM_Res_FEI02_01_A1	subject	Re: Рівень первородного гріха зріс до 180%
mail	RM_Res_FEI02_01_A2	body	Пропонуєш мені тремтіти перед їхніми тінями й ховатися? Не гнівай мене, кицько.
mail	RM_Res_FEI02_01_A2	sender	Фейріс
mail	RM_Res_FEI02_01_A2	subject	Re: Рівень первородного гріха зріс до 180%
mail	RM_Res_FEI02_01_A3	body	«Церква» досі не облишила тієї затії? Навіть якщо вони воскресять свого зацвілого Месію, світ не здригнеться. Віра впала до 17% від тодішньої.
mail	RM_Res_FEI02_01_A3	sender	Фейріс
mail	RM_Res_FEI02_01_A3	subject	Re: Рівень первородного гріха зріс до 180%
mail	RM_Res_FEI02_01_A4	body	Ти… що ти замислила?
mail	RM_Res_FEI02_01_A4	sender	Фейріс
mail	RM_Res_FEI02_01_A4	subject	Re: Рівень первородного гріха зріс до 180%
mail	RM_Res_FEI03_01_A1	body	Вокалістка тієї групи… чомусь я відчуваю від неї сильний резонанс.
mail	RM_Res_FEI03_01_A1	sender	Фейріс
mail	RM_Res_FEI03_01_A1	subject	Re: PHANTASM — це просто клас, няв♪
mail	RM_Res_FEI03_01_A2	body	Це теж частина плану з отуплення людства?.. Подробиці.
mail	RM_Res_FEI03_01_A2	sender	Фейріс
mail	RM_Res_FEI03_01_A2	subject	Re: PHANTASM — це просто клас, няв♪
mail	RM_Res_FEI03_01_A3	body	Це мені відомо. Шлях до «Святилища». Пісня про кінець світу. Хіба не так?
mail	RM_Res_FEI03_01_A3	sender	Фейріс
mail	RM_Res_FEI03_01_A3	subject	Re: PHANTASM — це просто клас, няв♪
mail	RM_Res_FEI03_02_A1	body	Стань хаосом. Несучи в собі нескінченний біль.
mail	RM_Res_FEI03_02_A1	sender	Фейріс
mail	RM_Res_FEI03_02_A1	subject	Re: Вокалістка — красуня
mail	RM_Res_FEI03_02_A2	body	Тобто той, проти кого це спрямовано, помре?
mail	RM_Res_FEI03_02_A2	sender	Фейріс
mail	RM_Res_FEI03_02_A2	subject	Re: Вокалістка — красуня
mail	RM_Res_FEI03_02_A3	body	Її опоганив цей світ, і вона буквально стала падшим ангелом? Хаос утратив цінну душу.
mail	RM_Res_FEI03_02_A3	sender	Фейріс
mail	RM_Res_FEI03_02_A3	subject	Re: Вокалістка — красуня
mail	RM_Res_FEI03_02_B1	body	До речі, Маюрі теж часто його дивиться. Невже воно захоплює навіть старшокласниць?
mail	RM_Res_FEI03_02_B1	sender	Фейріс
mail	RM_Res_FEI03_02_B1	subject	Re: Опенінг другого сезону RaiNet
mail	RM_Res_FEI03_02_B2	body	Ця земля… накликала на себе гнів божий…
mail	RM_Res_FEI03_02_B2	sender	Фейріс
mail	RM_Res_FEI03_02_B2	subject	Re: Опенінг другого сезону RaiNet
mail	RM_Res_FEI03_02_C1	body	Розкажи-но, про що ті пісні. І не забувай: якщо відмовишся, я маю способи розв'язати тобі язика.
mail	RM_Res_FEI03_02_C1	sender	Фейріс
mail	RM_Res_FEI03_02_C1	subject	Re: Exactry (саме так, ваша правда)
mail	RM_Res_FEI03_02_C2	body	Тобі не треба так ризикувати. Тому негайно відступи!
mail	RM_Res_FEI03_02_C2	sender	Фейріс
mail	RM_Res_FEI03_02_C2	subject	Re: Exactry (саме так, ваша правда)
mail	RM_Res_FEI03_02_C3	body	Святилище втрачено ще триста років тому. Шукати його — марно.
mail	RM_Res_FEI03_02_C3	sender	Фейріс
mail	RM_Res_FEI03_02_C3	subject	Re: Exactry (саме так, ваша правда)
mail	RM_Res_FEI04_01_A1	body	Щури… отже. Кішечка, а щурів боїться. Не розчаровуй мене, Фейріс Нян-Нян!
mail	RM_Res_FEI04_01_A1	sender	Фейріс
mail	RM_Res_FEI04_01_A1	subject	Re: Передвістя великого лиха
mail	RM_Res_FEI04_01_A2	body	Одразу кажу: я недешевий.
mail	RM_Res_FEI04_01_A2	sender	Фейріс
mail	RM_Res_FEI04_01_A2	subject	Re: Передвістя великого лиха
mail	RM_Res_FEI04_02_A1	body	Достоту напівлюдина, напівдемон… Дуже хочу забрати тебе в лабораторію і розітнути для дослідів. Не проти?
mail	RM_Res_FEI04_02_A1	sender	Фейріс
mail	RM_Res_FEI04_02_A1	subject	Re:Про здібності
mail	RM_Res_FEI04_02_A2	body	Зав'язуй так говорити. Це дратує.
mail	RM_Res_FEI04_02_A2	sender	Фейріс
mail	RM_Res_FEI04_02_A2	subject	Re:Про здібності
mail	RM_Res_FEI04_02_A3	body	Не пощастило тобі. Ту планету великий Темний Фенікс уже захопив. Муаха-ха-ха!
mail	RM_Res_FEI04_02_A3	sender	Фейріс
mail	RM_Res_FEI04_02_A3	subject	Re:Про здібності
mail	RM_Res_FEI04_02_B1	body	Що значить «тому»? Ти ж мені нічого й не сказала.
mail	RM_Res_FEI04_02_B1	sender	Фейріс
mail	RM_Res_FEI04_02_B1	subject	Re:Котострофа, няв…
mail	RM_Res_FEI04_03_C1	body	8 серія? Ти про що взагалі?
mail	RM_Res_FEI04_03_C1	sender	Фейріс
mail	RM_Res_FEI04_03_C1	subject	Re:Re:Re:8 серія
mail	RM_Res_FEI05_01_A1	body	Це на тебе не схоже. Так не годиться. Мені потрібна твоя допомога в пошуках IBN 5100.
mail	RM_Res_FEI05_01_A1	sender	Фейріс
mail	RM_Res_FEI05_01_A1	subject	Re:КоміМа
mail	RM_Res_FEI05_01_A2	body	Що сталося? «Організація» перейшла в наступ?!
mail	RM_Res_FEI05_01_A2	sender	Фейріс
mail	RM_Res_FEI05_01_A2	subject	Re:КоміМа
mail	RM_Res_FEI05_01_A3	body	Знову зі мною граєшся? Не змушуй мене хвилюватися!
mail	RM_Res_FEI05_01_A3	sender	Фейріс
mail	RM_Res_FEI05_01_A3	subject	Re:КоміМа
mail	RM_Res_FEI05_02_B1	body	Що це за поезія восьмикласника… Якщо хочеш уваги — приходь у лабу. Я і Маюрі складемо тобі компанію.
mail	RM_Res_FEI05_02_B1	sender	Фейріс
mail	RM_Res_FEI05_02_B1	subject	Візьми себе в руки
mail	RM_Res_MAY01_01_A1	body	Розумію тебе. За нього ж давали цілі гроші… Наші дорогоцінні кошти на дослідження orz
mail	RM_Res_MAY01_01_A1	sender	Маюрі
mail	RM_Res_MAY01_01_A1	subject	Re:Упа…
mail	RM_Res_MAY01_01_A2	body	Це те, що було модне минулого року? Я думав, тобі це нецікаво.
mail	RM_Res_MAY01_01_A2	sender	Маюрі
mail	RM_Res_MAY01_01_A2	subject	Re:Упа…
mail	RM_Res_MAY01_02_A1	body	Кажи мені «Какеру-кун» чи що завгодно — я все одно не втямлю. Я такі нікчемні аніме не дивлюсь.
mail	RM_Res_MAY01_02_A1	sender	Маюрі
mail	RM_Res_MAY01_02_A1	subject	Re:Не продавай його ＞＜
mail	RM_Res_MAY01_02_A2	body	Саме так. Але про це — нікому ні слова. Це було необхідно… щоб запечатати мерзотного монстра, який спить у моїй правій руці…!
mail	RM_Res_MAY01_02_A2	sender	Маюрі
mail	RM_Res_MAY01_02_A2	subject	Re:Не продавай його ＞＜
mail	RM_Res_MAY01_02_B1	body	А Жабку Геро взагалі досі продають?
mail	RM_Res_MAY01_02_B1	sender	Маюрі
mail	RM_Res_MAY01_02_B1	subject	Re:Тільки товстунчик
mail	RM_Res_MAY01_02_B2	body	Хіба що фігурою, так? А от щодо обличчя Дару (далі — самоцензура)
mail	RM_Res_MAY01_02_B2	sender	Маюрі
mail	RM_Res_MAY01_02_B2	subject	Re:Тільки товстунчик
mail	RM_Res_MAY02_01_A1	body	Не сердься. Наступного разу пригощу тебе чим захочеш. Тож продовжуй купувати банани для наших експериментів!
mail	RM_Res_MAY02_01_A1	sender	Маюрі
mail	RM_Res_MAY02_01_A1	subject	Re:（；＿；）
mail	RM_Res_MAY02_01_A2	body	Та ти й так надто багато їси! Сідай на дієту, поки не пізно! А то потім не жалійся!
mail	RM_Res_MAY02_01_A2	sender	Маюрі
mail	RM_Res_MAY02_01_A2	subject	Re:（；＿；）
mail	RM_Res_MAY02_03_A1	body	Тоді купи такоякі без восьминога! Ото справді найвища страва.
mail	RM_Res_MAY02_03_A1	sender	Маюрі
mail	RM_Res_MAY02_03_A1	subject	Re:Уже серпень~
mail	RM_Res_MAY02_03_A2	body	До речі, ми ж колись часто ходили з тобою на фестивали. Тоді мене звали «Снайпером шостої вечора», і дядьки в тирі мене боялися.
mail	RM_Res_MAY02_03_A2	sender	Маюрі
mail	RM_Res_MAY02_03_A2	subject	Re:Уже серпень~
mail	RM_Res_MAY02_03_B1	body	Знаєш, яке слово найменше пасує безумному вченому? «Здоров'я»! Ось яке!
mail	RM_Res_MAY02_03_B1	sender	Маюрі
mail	RM_Res_MAY02_03_B1	subject	Re:До речі
mail	RM_Res_MAY02_04_B1	body	Гарасне? Це що таке? Українською, будь ласка.
mail	RM_Res_MAY02_04_B1	sender	Маюрі
mail	RM_Res_MAY02_04_B1	subject	Re: гарасне
mail	RM_Res_MAY02_04_C1	body	Довго розповідати, але якщо коротко — то був заборонений обряд середньовічної Європи. Саме з нього й виріс нинішній карнавал.
mail	RM_Res_MAY02_04_C1	sender	Маюрі
mail	RM_Res_MAY02_04_C1	subject	Re: м'ясо
mail	RM_Res_MAY02_05_B1	body	Навіть не думай. Аматорові таке не до снаги. Це меч, гострий з обох боків.
mail	RM_Res_MAY02_05_B1	sender	Маюрі
mail	RM_Res_MAY02_05_B1	subject	Re: як загадково♪
mail	RM_Res_MAY03_01_A1	body	Ясно: без підробітку голодній дівчинці нема за що купувати смаколики щодня, і вона гине з голоду. Розумію.
mail	RM_Res_MAY03_01_A1	sender	Маюрі
mail	RM_Res_MAY03_01_A1	subject	Re: стаж покоївки
mail	RM_Res_MAY03_01_A2	body	Святкувати… три місяці? Якась половинчаста дата. Не розумію, що там святкувати. Мейнстрімні жінки, що з вас узяти.
mail	RM_Res_MAY03_01_A2	sender	Маюрі
mail	RM_Res_MAY03_01_A2	subject	Re: стаж покоївки
mail	RM_Res_MAY03_01_A3	body	Досі не віриться, що ти працюєш у мейд-кафе. Ти ж раніше сама ніколи не косплеїла.
mail	RM_Res_MAY03_01_A3	sender	Маюрі
mail	RM_Res_MAY03_01_A3	subject	Re: стаж покоївки
mail	RM_Res_MAY04_01_A1	body	То ти й далі купуєш аніме-журнали? Оце завзяття.
mail	RM_Res_MAY04_01_A1	sender	Маюрі
mail	RM_Res_MAY04_01_A1	subject	Re: до речі про лотереї
mail	RM_Res_MAY04_01_A2	body	Сецурі…? Це з нового Ганбама? Тоді я не дивився. Усе одно найкращий — найперший.
mail	RM_Res_MAY04_01_A2	sender	Маюрі
